State,Year,Crop,Area_ha,Production_tonnes,Yield_t_per_ha
Assam,2010-11,Turmeric,14963.000,10623.000,0.709951
Assam,2010-11,Urad,48796.000,27216.000,0.557751
Assam,2010-11,Wheat,44772.000,56216.000,1.255606
Assam,2011-12,Arecanut,68699.000,60075.000,0.874467
Assam,2011-12,Arhar/Tur,5697.000,4467.000,0.784097
Assam,2011-12,Banana,47563.000,729102.000,15.329184
Assam,2011-12,Black Pepper,3647.000,5198.000,1.425281
Assam,2011-12,Castor Seed,1024.000,538.000,0.525391
Assam,2011-12,Coconut,20710.000,175613000.000,8479.623370
Assam,2011-12,Cotton(Lint),1230.000,581.000,0.472358
Assam,2011-12,Dry Chillies,19526.000,12871.000,0.659172
Assam,2011-12,Ginger,16338.000,121369.000,7.428633
Assam,2011-12,Gram,1823.000,955.000,0.523862
Assam,2011-12,Jute,65560.000,608023.000,9.274298
Assam,2011-12,Linseed,7037.000,3981.000,0.565724
Assam,2011-12,Maize,21297.000,17075.000,0.801756
Assam,2011-12,Masoor,22544.000,11798.000,0.523332
Assam,2011-12,Mesta,4877.000,27718.000,5.683412
Assam,2011-12,Moong(Green Gram),11512.000,6347.000,0.551338
Assam,2011-12,Niger Seed,8423.000,4372.000,0.519055
Assam,2011-12,Onion,7372.000,22595.000,3.064976
Assam,2011-12,Peas & Beans (Pulses),21151.000,13602.000,0.643090
Assam,2011-12,Potato,97816.000,682597.000,6.978378
Assam,2011-12,Rapeseed &Mustard,247949.000,138647.000,0.559175
Assam,2011-12,Rice,2545706.000,4715678.000,1.852405
Assam,2011-12,Sesamum,11801.000,7957.000,0.674265
Assam,2011-12,Small Millets,3991.000,2041.000,0.511401
Assam,2011-12,Sugarcane,28404.000,1052514.000,37.055133
Assam,2011-12,Sweet Potato,6558.000,25769.000,3.929399
Assam,2011-12,Tapioca,3875.000,28281.000,7.298323
Assam,2011-12,Tobacco,341.000,186.000,0.545455
Assam,2011-12,Turmeric,15447.000,13442.000,0.870201
Assam,2011-12,Urad,53669.000,29832.000,0.555852
Assam,2011-12,Wheat,40194.000,48592.000,1.208937
Assam,2012-13,Arecanut,67327.000,88999.000,1.321892
Assam,2012-13,Arhar/Tur,5958.000,4937.000,0.828634
Assam,2012-13,Banana,47063.000,763234.000,16.217283
Assam,2012-13,Black Pepper,3531.000,5541.000,1.569244
Assam,2012-13,Castor Seed,902.000,492.000,0.545455
Assam,2012-13,Coconut,20233.000,136640000.000,6753.323778
Assam,2012-13,Cotton(Lint),1802.000,863.000,0.478912
Assam,2012-13,Dry Chillies,18974.000,14765.000,0.778170
Assam,2012-13,Ginger,16718.000,132305.000,7.913925
Assam,2012-13,Gram,1742.000,966.000,0.554535
Assam,2012-13,Jute,65092.000,557990.000,8.572328
Assam,2012-13,Linseed,6466.000,3827.000,0.591865
Assam,2012-13,Maize,23695.000,21258.000,0.897151
Assam,2012-13,Masoor,28923.000,16731.000,0.578467
Assam,2012-13,Mesta,4479.000,25096.000,5.603036
Assam,2012-13,Moong(Green Gram),10052.000,5953.000,0.592220
Assam,2012-13,Niger Seed,7669.000,4059.000,0.529274
Assam,2012-13,Onion,7099.000,25893.000,3.647415
Assam,2012-13,Peas & Beans (Pulses),30952.000,19821.000,0.640379
Assam,2012-13,Potato,95436.000,708632.000,7.425206
Assam,2012-13,Rapeseed &Mustard,279496.000,170382.000,0.609604
Assam,2012-13,Rice,2484728.000,5120052.000,2.060609
Assam,2012-13,Sesamum,11413.000,8012.000,0.702006
Assam,2012-13,Small Millets,4429.000,2200.000,0.496726
Assam,2012-13,Sugarcane,28871.000,1028161.000,35.612241
Assam,2012-13,Sweet Potato,6277.000,25955.000,4.134937
Assam,2012-13,Tapioca,3866.000,31306.000,8.097775
Assam,2012-13,Tobacco,278.000,148.000,0.532374
Assam,2012-13,Turmeric,16309.000,15583.000,0.955485
Assam,2012-13,Urad,48527.000,26735.000,0.550930
Assam,2012-13,Wheat,33984.000,44190.000,1.300318
Assam,2013-14,Arecanut,68038.000,56999.000,0.837752
Assam,2013-14,Arhar/Tur,6130.000,5642.000,0.920392
Assam,2013-14,Banana,50806.000,857720.000,16.882258
Assam,2013-14,Black Pepper,3520.000,6083.000,1.728125
Assam,2013-14,Castor Seed,877.000,447.000,0.509692
Assam,2013-14,Coconut,21141.000,146808000.000,6944.231588
Assam,2013-14,Cotton(Lint),1140.000,537.000,0.471053
Assam,2013-14,Dry Chillies,18915.000,16476.000,0.871055
Assam,2013-14,Ginger,15683.000,122307.000,7.798699
Assam,2013-14,Gram,2053.000,1432.000,0.697516
Assam,2013-14,Jute,69822.000,717261.000,10.272708
Assam,2013-14,Linseed,5986.000,3854.000,0.643836
Assam,2013-14,Maize,24068.000,76998.000,3.199186
Assam,2013-14,Masoor,29993.000,22364.000,0.745641
Assam,2013-14,Mesta,4444.000,29293.000,6.591584
Assam,2013-14,Moong(Green Gram),12184.000,7807.000,0.640758
Assam,2013-14,Niger Seed,7273.000,4493.000,0.617764
Assam,2013-14,Onion,7436.000,28812.000,3.874664
Assam,2013-14,Peas & Beans (Pulses),31246.000,26509.000,0.848397
Assam,2013-14,Potato,97956.000,700144.000,7.147536
Assam,2013-14,Rapeseed &Mustard,279186.000,168977.000,0.605249
Assam,2013-14,Rice,2503201.000,5193379.000,2.074695
Assam,2013-14,Sesamum,11703.000,8571.000,0.732376
Assam,2013-14,Small Millets,5444.000,3337.000,0.612968
Assam,2013-14,Sugarcane,29083.000,1075171.000,36.969054
Assam,2013-14,Sweet Potato,6046.000,30513.000,5.046808
Assam,2013-14,Tapioca,3128.000,27642.000,8.836957
Assam,2013-14,Tobacco,259.000,139.000,0.536680
Assam,2013-14,Turmeric,16309.000,15782.000,0.967687
Assam,2013-14,Urad,54001.000,31319.000,0.579971
Assam,2013-14,Wheat,31294.000,40444.000,1.292388
Assam,2014-15,Arecanut,66739.000,73869.000,1.106834
Assam,2014-15,Arhar/Tur,6047.000,5738.000,0.948900
Assam,2014-15,Banana,51279.000,865669.000,16.881550
Assam,2014-15,Black Pepper,3528.000,5898.000,1.671769
Assam,2014-15,Castor Seed,941.000,556.000,0.590861
Assam,2014-15,Coconut,20340.000,139518000.000,6859.292035
Assam,2014-15,Cotton(Lint),912.000,428.000,0.469298
Assam,2014-15,Dry Chillies,19605.000,17287.000,0.881765
Assam,2014-15,Ginger,16525.000,142093.000,8.598669
Assam,2014-15,Gram,2094.000,1956.000,0.934097
Assam,2014-15,Jute,70403.000,767548.000,10.902206
Assam,2014-15,Linseed,5619.000,3948.000,0.702616
Assam,2014-15,Maize,27953.000,93179.000,3.333417
Assam,2014-15,Masoor,29051.000,22524.000,0.775326
Assam,2014-15,Mesta,4599.000,25716.000,5.591650
Assam,2014-15,Moong(Green Gram),11285.000,7757.000,0.687373
Assam,2014-15,Niger Seed,7152.000,4427.000,0.618988
Assam,2014-15,Onion,8283.000,32421.000,3.914162
Assam,2014-15,Peas & Beans (Pulses),29952.000,27676.000,0.924012
Assam,2014-15,Potato,104521.000,783768.000,7.498665
Assam,2014-15,Rapeseed &Mustard,281006.000,187522.000,0.667324
Assam,2014-15,Rice,2495297.000,5222645.000,2.092995
Assam,2014-15,Sesamum,12172.000,9232.000,0.758462
Assam,2014-15,Small Millets,5343.000,3221.000,0.602845
Assam,2014-15,Sugarcane,29900.000,1099134.000,36.760334
Assam,2014-15,Sweet Potato,6213.000,32858.000,5.288588
Assam,2014-15,Tapioca,3301.000,30090.000,9.115420
Assam,2014-15,Tobacco,261.000,139.000,0.532567
Assam,2014-15,Turmeric,16244.000,15906.000,0.979192
Assam,2014-15,Urad,52830.000,34237.000,0.648060
Assam,2014-15,Wheat,23646.000,28769.000,1.216654
Assam,2015-16,Arecanut,65102.000,55232.000,0.848392
Assam,2015-16,Arhar/Tur,6366.000,5600.000,0.879673
Assam,2015-16,Banana,51103.000,882706.000,17.273076
Assam,2015-16,Black Pepper,3302.000,6025.000,1.824652
Assam,2015-16,Castor Seed,881.000,407.000,0.461975
Assam,2015-16,Coconut,20602.000,154656000.000,7506.843996
Assam,2015-16,Cotton(Lint),921.000,439.000,0.476656
Assam,2015-16,Dry Chillies,19929.000,17736.000,0.889959
Assam,2015-16,Ginger,16306.000,141441.000,8.674169
Assam,2015-16,Gram,2193.000,1544.000,0.704058
Assam,2015-16,Jute,72128.000,865805.000,12.003729
Assam,2015-16,Linseed,5272.000,3338.000,0.633156
Assam,2015-16,Maize,28420.000,87175.000,3.067382
Assam,2015-16,Masoor,27180.000,19645.000,0.722774
Assam,2015-16,Mesta,4304.000,28260.000,6.565985
Assam,2015-16,Moong(Green Gram),10798.000,7310.000,0.676977
Assam,2015-16,Niger Seed,6534.000,3949.000,0.604377
Assam,2015-16,Onion,8503.000,80339.000,9.448312
Assam,2015-16,Peas & Beans (Pulses),28334.000,25441.000,0.897897
Assam,2015-16,Potato,103812.000,694002.000,6.685181
Assam,2015-16,Rapeseed &Mustard,285677.000,199501.000,0.698345
Assam,2015-16,Rice,2484987.000,5125104.000,2.062427
Assam,2015-16,Sesamum,11770.000,7999.000,0.679609
Assam,2015-16,Small Millets,6602.000,4447.000,0.673584
Assam,2015-16,Sugarcane,29460.000,1038329.000,35.245384
Assam,2015-16,Sweet Potato,5436.000,29339.000,5.397167
Assam,2015-16,Tapioca,3177.000,29139.000,9.171860
Assam,2015-16,Tobacco,243.000,128.000,0.526749
Assam,2015-16,Turmeric,16272.000,16184.000,0.994592
Assam,2015-16,Urad,51579.000,33941.000,0.658039
Assam,2015-16,Wheat,20975.000,24489.000,1.167533
Assam,2016-17,Arecanut,66800.000,49687.000,0.743817
Assam,2016-17,Arhar/Tur,5721.000,4910.000,0.858242
Assam,2016-17,Banana,49266.000,854853.000,17.351784
Assam,2016-17,Black Pepper,3376.000,7069.000,2.093898
Assam,2016-17,Castor Seed,744.000,346.000,0.465054
Assam,2016-17,Coconut,20041.000,161658000.000,8066.363954
Assam,2016-17,Cotton(Lint),882.000,427.000,0.484127
Assam,2016-17,Dry Chillies,20546.000,18207.000,0.886158
Assam,2016-17,Ginger,17632.000,156662.000,8.885095
Assam,2016-17,Gram,2429.000,1582.000,0.651297
Assam,2016-17,Jute,75140.000,802705.000,10.682792
Assam,2016-17,Linseed,4970.000,3023.000,0.608249
Assam,2016-17,Maize,31333.000,91219.000,2.911276
Assam,2016-17,Masoor,23783.000,15657.000,0.658327
Assam,2016-17,Mesta,3544.000,21344.000,6.022573
Assam,2016-17,Moong(Green Gram),10724.000,7435.000,0.693305
Assam,2016-17,Niger Seed,5975.000,3315.000,0.554812
Assam,2016-17,Onion,8266.000,81282.000,9.833293
Assam,2016-17,Other  Rabi Pulses,17620.000,13057.000,0.741033
Assam,2016-17,Peas & Beans (Pulses),28680.000,26008.000,0.906834
Assam,2016-17,Potato,106437.000,777829.000,7.307882
Assam,2016-17,Rapeseed &Mustard,294018.000,189233.000,0.643610
Assam,2016-17,Rice,2467136.000,5127435.000,2.078294
Assam,2016-17,Sesamum,11874.000,8390.000,0.706586
Assam,2016-17,Small Millets,4749.000,2927.000,0.616340
Assam,2016-17,Sugarcane,31383.000,1207167.000,38.465634
Assam,2016-17,Sweet Potato,5254.000,28584.000,5.440426
Assam,2016-17,Tapioca,3266.000,30050.000,9.200857
Assam,2016-17,Tobacco,227.000,115.000,0.506608
Assam,2016-17,Turmeric,16804.000,16747.000,0.996608
Assam,2016-17,Urad,57420.000,38892.000,0.677325
Assam,2016-17,Wheat,17452.000,23459.000,1.344201
Assam,2017-18,Arecanut,67062.000,52876.000,0.788464
Assam,2017-18,Arhar/Tur,5609.000,4672.000,0.832947
Assam,2017-18,Banana,53082.000,913272.000,17.204928
Assam,2017-18,Black Pepper,3458.000,7622.000,2.204164
Assam,2017-18,Castor Seed,758.000,357.000,0.470976
Assam,2017-18,Coconut,19917.000,178353000.000,8954.812472
Assam,2017-18,Cotton(Lint),771.000,378.000,0.490272
Assam,2017-18,Dry Chillies,20242.000,18994.000,0.938346
Assam,2017-18,Ginger,18105.000,161604.000,8.925932
Assam,2017-18,Gram,2273.000,1562.000,0.687198
Assam,2017-18,Jute,69926.000,841150.000,12.029145
Assam,2017-18,Linseed,5004.000,3065.000,0.612510
Assam,2017-18,Maize,31537.000,98783.000,3.132289
Assam,2017-18,Masoor,28185.000,21018.000,0.745716
Assam,2017-18,Mesta,3418.000,20167.000,5.900234
Assam,2017-18,Moong(Green Gram),11410.000,8046.000,0.705171
Assam,2017-18,Niger Seed,5968.000,3368.000,0.564343
Assam,2017-18,Onion,8338.000,80374.000,9.639482
Assam,2017-18,Other  Rabi Pulses,14801.000,11766.000,0.794946
Assam,2017-18,Peas & Beans (Pulses),30968.000,28869.000,0.932220
Assam,2017-18,Potato,102868.000,720968.000,7.008671
Assam,2017-18,Rapeseed &Mustard,290285.000,185564.000,0.639248
Assam,2017-18,Rice,2433711.000,5283713.000,2.171052
Assam,2017-18,Sesamum,12214.000,8344.000,0.683150
Assam,2017-18,Small Millets,5233.000,3058.000,0.584368
Assam,2017-18,Sugarcane,30559.000,1142974.000,37.402206
Assam,2017-18,Sweet Potato,5303.000,29199.000,5.506129
Assam,2017-18,Tapioca,3117.000,28868.000,9.261469
Assam,2017-18,Tobacco,148.000,68.000,0.459459
Assam,2017-18,Turmeric,16871.000,20787.000,1.232114
Assam,2017-18,Urad,61460.000,39827.000,0.648015
Assam,2017-18,Wheat,17786.000,24658.000,1.386371
Assam,2018-19,Arecanut,67210.000,47324.000,0.704121
Assam,2018-19,Arhar/Tur,5550.000,4628.000,0.833874
Assam,2018-19,Banana,51113.000,917792.000,17.956136
Assam,2018-19,Black Pepper,3388.000,7476.000,2.206612
Assam,2018-19,Castor Seed,724.000,336.000,0.464088
Assam,2018-19,Coconut,20752.000,160226000.000,7720.990748
Assam,2018-19,Cotton(Lint),843.000,431.000,0.511269
Assam,2018-19,Dry Chillies,19847.000,18984.000,0.956517
Assam,2018-19,Ginger,17865.000,166272.000,9.307137
Assam,2018-19,Gram,2244.000,1575.000,0.701872
Assam,2018-19,Jute,65789.000,761571.000,11.575963
Assam,2018-19,Linseed,4763.000,2898.000,0.608440
Assam,2018-19,Maize,32264.000,105003.000,3.254494
Assam,2018-19,Masoor,26731.000,19573.000,0.732221
Assam,2018-19,Mesta,3287.000,19722.000,6.000000
Assam,2018-19,Moong(Green Gram),11113.000,7703.000,0.693152
Assam,2018-19,Niger Seed,5674.000,3129.000,0.551463
Assam,2018-19,Onion,8211.000,84835.000,10.331872
Assam,2018-19,Other  Rabi Pulses,14865.000,12264.000,0.825025
Assam,2018-19,Peas & Beans (Pulses),29860.000,27965.000,0.936537
Assam,2018-19,Potato,103205.000,773481.000,7.494608
Assam,2018-19,Rapeseed &Mustard,285736.000,183665.000,0.642779
Assam,2018-19,Rice,2425178.000,5437372.000,2.242051
Assam,2018-19,Sesamum,11983.000,8355.000,0.697238
Assam,2018-19,Small Millets,5210.000,3058.000,0.586948
Assam,2018-19,Sugarcane,31199.000,1093930.000,35.062983
Assam,2018-19,Sweet Potato,5020.000,26342.000,5.247410
Assam,2018-19,Tapioca,3364.000,31751.000,9.438466
Assam,2018-19,Tobacco,141.000,71.000,0.503546
Assam,2018-19,Turmeric,15896.000,19395.000,1.220118
Assam,2018-19,Urad,59866.000,39815.000,0.665069
Assam,2018-19,Wheat,16945.000,23693.000,1.398230
Assam,2019-20,Arecanut,67223.000,52124.000,0.775389
Assam,2019-20,Arhar/Tur,5830.000,5040.000,0.864494
Assam,2019-20,Banana,49445.000,906683.000,18.337203
Assam,2019-20,Black Pepper,3410.000,7664.000,2.247507
Assam,2019-20,Castor Seed,748.000,345.000,0.461230
Assam,2019-20,Coconut,20800.000,148629000.000,7145.625000
Assam,2019-20,Cotton(Lint),789.000,417.000,0.528517
Assam,2019-20,Dry Chillies,19835.000,19413.000,0.978724
Assam,2019-20,Ginger,17786.000,167803.000,9.434555
Assam,2019-20,Gram,2176.000,1523.000,0.699908
Assam,2019-20,Jute,64247.000,791512.000,12.319828
Assam,2019-20,Linseed,4885.000,3039.000,0.622108
Assam,2019-20,Maize,36636.000,128036.000,3.494814
Assam,2019-20,Masoor,24122.000,18434.000,0.764199
Assam,2019-20,Mesta,3221.000,20010.000,6.212356
Assam,2019-20,Moong(Green Gram),10837.000,8163.000,0.753253
Assam,2019-20,Niger Seed,5715.000,3195.000,0.559055
Assam,2019-20,Onion,8155.000,88892.000,10.900307
Assam,2019-20,Other  Rabi Pulses,15006.000,12467.000,0.830801
Assam,2019-20,Peas & Beans (Pulses),27891.000,26081.000,0.935105
Assam,2019-20,Potato,104750.000,756222.000,7.219303
Assam,2019-20,Rapeseed &Mustard,287447.000,177226.000,0.616552
Assam,2019-20,Rice,2400949.000,5214804.000,2.171976
Assam,2019-20,Sesamum,12027.000,8534.000,0.709570
Assam,2019-20,Small Millets,5212.000,3226.000,0.618956
Assam,2019-20,Sugarcane,29703.000,1218118.000,41.009932
Assam,2019-20,Sweet Potato,4926.000,25640.000,5.205035
Assam,2019-20,Tapioca,3289.000,31794.000,9.666768
Assam,2019-20,Tobacco,114.000,62.000,0.543860
Assam,2019-20,Turmeric,16359.000,20885.000,1.276667
Assam,2019-20,Urad,58100.000,34757.000,0.598227
Assam,2019-20,Wheat,11336.000,14430.000,1.272936
Bihar,1997-98,Arhar/Tur,47434.000,61548.000,1.297550
Bihar,1997-98,Bajra,2002.000,1187.000,0.592907
Bihar,1997-98,Banana,18181.000,440376.000,24.221770
Bihar,1997-98,Barley,34220.000,37104.000,1.084278
Bihar,1997-98,Castor Seed,966.000,760.000,0.786749
Bihar,1997-98,Coriander,3028.000,1483.000,0.489762
Bihar,1997-98,Cotton(Lint),200.000,400.000,2.000000
Bihar,1997-98,Dry Chillies,4963.000,4233.000,0.852912
Bihar,1997-98,Garlic,2555.000,3410.000,1.334638
Bihar,1997-98,Ginger,569.000,803.000,1.411248
Bihar,1997-98,Gram,105801.000,78562.000,0.742545
Bihar,1997-98,Groundnut,726.000,873.000,1.202479
Bihar,1997-98,Jowar,2493.000,2120.000,0.850381
Bihar,1997-98,Jute,147353.000,1326297.000,9.000814
Bihar,1997-98,Linseed,53251.000,30103.000,0.565304
Bihar,1997-98,Maize,618634.000,1215382.000,1.964622
Bihar,1997-98,Mesta,18946.000,129025.000,6.810145
Bihar,1997-98,Niger Seed,453.000,285.000,0.629139
Bihar,1997-98,Onion,14907.000,110065.000,7.383444
Bihar,1997-98,Other  Rabi Pulses,5483.000,3830.000,0.698523
Bihar,1997-98,Other Kharif Pulses,7136.000,4054.000,0.568105
Bihar,1997-98,Potato,133733.000,1184446.000,8.856797
Bihar,1997-98,Ragi,32978.000,29112.000,0.882770
Bihar,1997-98,Rapeseed &Mustard,94166.000,77853.000,0.826763
Bihar,1997-98,Rice,3747635.000,5542620.000,1.478965
Bihar,1997-98,Safflower,469.000,295.000,0.628998
Bihar,1997-98,Sannhamp,2819.000,1650.000,0.585314
Bihar,1997-98,Sesamum,9280.000,5619.000,0.605496
Bihar,1997-98,Small Millets,14879.000,10576.000,0.710800
Bihar,1997-98,Sugarcane,105026.000,4865925.000,46.330671
Bihar,1997-98,Sunflower,14891.000,11213.000,0.753005
Bihar,1997-98,Sweet Potato,8145.000,107410.000,13.187231
Bihar,1997-98,Tobacco,20546.000,14752.000,0.717999
Bihar,1997-98,Turmeric,2895.000,3206.000,1.107427
Bihar,1997-98,Wheat,2011770.000,3957235.000,1.967041
Bihar,1998-99,Arhar/Tur,47348.000,71949.000,1.519578
Bihar,1998-99,Bajra,2745.000,1590.000,0.579235
Bihar,1998-99,Banana,17724.000,323321.000,18.241988
Bihar,1998-99,Barley,32528.000,38389.000,1.180183
Bihar,1998-99,Castor Seed,966.000,803.000,0.831263
Bihar,1998-99,Coriander,2926.000,1778.000,0.607656
Bihar,1998-99,Cotton(Lint),43.000,88.000,2.046512
Bihar,1998-99,Dry Chillies,5987.000,6074.000,1.014531
Bihar,1998-99,Garlic,2386.000,3278.000,1.373847
Bihar,1998-99,Ginger,747.000,1034.000,1.384203
Bihar,1998-99,Gram,92447.000,105476.000,1.140935
Bihar,1998-99,Groundnut,723.000,801.000,1.107884
Bihar,1998-99,Jowar,2053.000,2085.000,1.015587
Bihar,1998-99,Jute,146004.000,694290.000,4.755281
Bihar,1998-99,Linseed,51320.000,31780.000,0.619252
Bihar,1998-99,Maize,633175.000,1200512.000,1.896019
Bihar,1998-99,Mesta,18750.000,116699.000,6.223947
Bihar,1998-99,Niger Seed,683.000,415.000,0.607613
Bihar,1998-99,Onion,17311.000,166990.000,9.646468
Bihar,1998-99,Other  Rabi Pulses,547765.000,464252.000,0.847539
Bihar,1998-99,Other Kharif Pulses,69333.000,46194.000,0.666263
Bihar,1998-99,Potato,143972.000,1387648.000,9.638319
Bihar,1998-99,Ragi,28811.000,28925.000,1.003957
Bihar,1998-99,Rapeseed &Mustard,98760.000,82063.000,0.830934
Bihar,1998-99,Rice,3220120.000,4800551.000,1.490799
Bihar,1998-99,Safflower,702.000,400.000,0.569801
Bihar,1998-99,Sannhamp,3115.000,1734.000,0.556661
Bihar,1998-99,Sesamum,9580.000,6484.000,0.676827
Bihar,1998-99,Small Millets,11154.000,7614.000,0.682625
Bihar,1998-99,Sugarcane,104493.000,5035114.000,48.186137
Bihar,1998-99,Sunflower,22774.000,17961.000,0.788663
Bihar,1998-99,Sweet Potato,8987.000,97150.000,10.810059
Bihar,1998-99,Tobacco,17524.000,13370.000,0.762954
Bihar,1998-99,Turmeric,3103.000,3285.000,1.058653
Bihar,1998-99,Urad,25116.000,18601.000,0.740604
Bihar,1998-99,Wheat,2065861.000,4313082.000,2.087789
Bihar,1999-00,Arhar/Tur,43024.000,53433.000,1.241935
Bihar,1999-00,Bajra,1629.000,990.000,0.607735
Bihar,1999-00,Banana,15386.000,207607.000,13.493241
Bihar,1999-00,Coriander,3086.000,1624.000,0.526248
Bihar,1999-00,Dry Chillies,5504.000,5688.000,1.033430
Bihar,1999-00,Garlic,2777.000,3983.000,1.434282
Bihar,1999-00,Ginger,796.000,1063.000,1.335427
Bihar,1999-00,Gram,78657.000,78738.000,1.001030
Bihar,1999-00,Groundnut,336.000,392.000,1.166667
Bihar,1999-00,Horse-Gram,16021.000,12028.000,0.750765
Bihar,1999-00,Jowar,28442.000,38407.000,1.350362
Bihar,1999-00,Jute,148627.000,1094921.000,7.366905
Bihar,1999-00,Khesari,160964.000,160007.000,0.994055
Bihar,1999-00,Linseed,43996.000,24687.000,0.561119
Bihar,1999-00,Maize,653042.000,1444140.000,2.211404
Bihar,1999-00,Masoor,170647.000,170117.000,0.996894
Bihar,1999-00,Mesta,25256.000,171449.000,6.788446
Bihar,1999-00,Moong(Green Gram),181452.000,99808.000,0.550052
Bihar,1999-00,Onion,17783.000,196037.000,11.023843
Bihar,1999-00,Other  Rabi Pulses,4033.000,3352.000,0.831143
Bihar,1999-00,Peas & Beans (Pulses),25402.000,18164.000,0.715062
Bihar,1999-00,Potato,144461.000,1381179.000,9.560913
Bihar,1999-00,Ragi,25619.000,26203.000,1.022796
Bihar,1999-00,Rapeseed &Mustard,88908.000,70456.000,0.792460
Bihar,1999-00,Rice,676250.000,953731.000,1.410323
Bihar,1999-00,Safflower,610.000,346.000,0.567213
Bihar,1999-00,Sesamum,3599.000,1881.000,0.522645
Bihar,1999-00,Sugarcane,94546.000,3994843.000,42.252903
Bihar,1999-00,Sunflower,18274.000,16680.000,0.912772
Bihar,1999-00,Sweet Potato,5804.000,79132.000,13.634045
Bihar,1999-00,Tobacco,17389.000,17613.000,1.012882
Bihar,1999-00,Turmeric,3134.000,3302.000,1.053606
Bihar,1999-00,Urad,30571.000,23155.000,0.757417
Bihar,1999-00,Wheat,2080847.000,4583515.000,2.202716
Bihar,2000-01,Arhar/Tur,43604.000,58858.000,1.349830
Bihar,2000-01,Bajra,1534.000,1266.000,0.825293
Bihar,2000-01,Banana,16186.000,339988.000,21.005066
Bihar,2000-01,Barley,22573.000,26499.000,1.173925
Bihar,2000-01,Coriander,2511.000,1187.000,0.472720
Bihar,2000-01,Dry Chillies,4385.000,4641.000,1.058381
Bihar,2000-01,Garlic,2560.000,3611.000,1.410547
Bihar,2000-01,Ginger,711.000,978.000,1.375527
Bihar,2000-01,Gram,76155.000,78726.000,1.033760
Bihar,2000-01,Groundnut,96.000,106.000,1.104167
Bihar,2000-01,Horse-Gram,17533.000,13548.000,0.772714
Bihar,2000-01,Jowar,1087.000,994.000,0.914443
Bihar,2000-01,Jute,135296.000,1083701.000,8.009852
Bihar,2000-01,Khesari,157086.000,143687.000,0.914703
Bihar,2000-01,Linseed,41828.000,28351.000,0.677800
Bihar,2000-01,Maize,620505.000,1487309.000,2.396933
Bihar,2000-01,Masoor,172202.000,170805.000,0.991887
Bihar,2000-01,Mesta,31906.000,246248.000,7.717921
Bihar,2000-01,Moong(Green Gram),187042.000,109860.100,0.587355
Bihar,2000-01,Onion,13788.000,140786.000,10.210763
Bihar,2000-01,Other  Rabi Pulses,3637.000,2333.000,0.641463
Bihar,2000-01,Other Kharif Pulses,1667.000,920.000,0.551890
Bihar,2000-01,Peas & Beans (Pulses),25712.000,24810.000,0.964919
Bihar,2000-01,Potato,144563.000,1400358.000,9.686835
Bihar,2000-01,Ragi,22452.000,24827.000,1.105781
Bihar,2000-01,Rapeseed &Mustard,97011.000,84355.000,0.869541
Bihar,2000-01,Rice,3656844.000,5444370.000,1.488817
Bihar,2000-01,Safflower,275.000,220.000,0.800000
Bihar,2000-01,Sesamum,3581.000,1996.000,0.557386
Bihar,2000-01,Small Millets,7824.000,4315.000,0.551508
Bihar,2000-01,Sugarcane,93529.000,3985577.000,42.613275
Bihar,2000-01,Sunflower,10838.000,16707.000,1.541521
Bihar,2000-01,Sweet Potato,5009.000,60707.000,12.119585
Bihar,2000-01,Tobacco,15432.000,17947.000,1.162973
Bihar,2000-01,Turmeric,3121.000,3035.000,0.972445
Bihar,2000-01,Urad,32064.000,20298.000,0.633046
Bihar,2000-01,Wheat,2067333.000,4437958.000,2.146707
Bihar,2001-02,Arhar/Tur,41954.000,53809.000,1.282571
Bihar,2001-02,Bajra,828.000,598.000,0.722222
Bihar,2001-02,Banana,16263.000,355042.000,21.831273
Bihar,2001-02,Barley,21300.000,26709.000,1.253944
Bihar,2001-02,Coriander,2286.000,1326.000,0.580052
Bihar,2001-02,Dry Chillies,3558.000,3550.000,0.997752
Bihar,2001-02,Garlic,2156.000,3164.000,1.467532
Bihar,2001-02,Ginger,293.000,407.000,1.389078
Bihar,2001-02,Gram,71525.000,67833.000,0.948382
Bihar,2001-02,Groundnut,245.000,137.000,0.559184
Bihar,2001-02,Horse-Gram,14349.000,11520.000,0.802843
Bihar,2001-02,Jowar,4388.000,3712.000,0.845943
Bihar,2001-02,Jute,142635.000,953203.000,6.682813
Bihar,2001-02,Khesari,156420.000,127817.000,0.817140
Bihar,2001-02,Linseed,40599.000,28819.000,0.709845
Bihar,2001-02,Maize,582056.000,1407367.000,2.417924
Bihar,2001-02,Masoor,170834.000,140299.000,0.821259
Bihar,2001-02,Mesta,15374.000,99904.000,6.498244
Bihar,2001-02,Moong(Green Gram),7902.000,4465.000,0.565047
Bihar,2001-02,Onion,14083.000,134445.000,9.546616
Bihar,2001-02,Other  Rabi Pulses,7142.000,4772.000,0.668160
Bihar,2001-02,Other Kharif Pulses,1251.000,698.000,0.557954
Bihar,2001-02,Peas & Beans (Pulses),26086.000,25671.000,0.984091
Bihar,2001-02,Potato,140783.000,1432119.000,10.172528
Bihar,2001-02,Ragi,19726.000,17318.000,0.877928
Bihar,2001-02,Rapeseed &Mustard,95895.000,78242.000,0.815913
Bihar,2001-02,Rice,3564539.000,5301221.000,1.487211
Bihar,2001-02,Safflower,237.000,181.000,0.763713
